stem,n_residues,best_target_rep,best_target_split,best_alntmscore,best_qtmscore,best_train_target_rep,best_train_alntmscore,best_train_qtmscore,best_train_fident,tm_field,n_hits_tm_ge_fold,n_train_hits_tm_ge_fold,verdict,fold_tm,redundant_tm,foldseek_version,db_snapshot_tag
674c5e43a8b5adc3817e922e4ec4553f,109,A0A348VRL4,train,0.9195,0.8797,A0A348VRL4,0.9195,0.8797,0.416,qtmscore,42,42,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c5eb0723aff6c658a5bcd10bcfa24,109,M7N7K2,train,0.607,0.5931,M7N7K2,0.607,0.5931,0.026,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c5fbc0da01634fab790b7e5fffeda,112,A0A2R6FRB1,train,0.5142,0.4711,A0A2R6FRB1,0.5142,0.4711,0.03,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c5fc708362597a289680878427856,110,,,,,,,,,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c60aa5fe39e79fd5361ade1d369e4,109,A0A4R8PY65,train,0.5184,0.5148,A0A4R8PY65,0.5184,0.5148,0.041,qtmscore,6,6,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c61b2f71e6deb87dc93937ca27cf7,110,A0A290QBG0,test,0.7272,0.6428,A0A2A5D1Q8,0.6683,0.6303,0.036,qtmscore,66,64,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c61fcc095babc35c85161ff5662f3,112,A0A414LA04,train,0.6728,0.6269,A0A414LA04,0.6728,0.6269,0.06,qtmscore,119,117,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6203bfd1fbcc27878610ae6b9923,109,A0A5N1J7H1,train,0.9233,0.8996,A0A5N1J7H1,0.9233,0.8996,0.284,qtmscore,168,162,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c62f6177b5c380819d91875e9a8c0,112,A0A081DDF2,train,0.7724,0.7659,A0A081DDF2,0.7724,0.7659,0.15,qtmscore,5,5,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c65255925373db81deba18ea38451,112,A0A1U9JKR8,train,0.7616,0.6835,A0A1U9JKR8,0.7616,0.6835,0.021,qtmscore,171,163,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c658309e4ff865900eefad2dbde79,110,A0A7K0CXI5,train,0.9505,0.8515,A0A7K0CXI5,0.9505,0.8515,0.333,qtmscore,291,281,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6784a0e45f0d04fe70fa62ac0c1f,110,A9V0P6,train,0.7685,0.7627,A9V0P6,0.7685,0.7627,0.039,qtmscore,88,88,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c69681c8b63fd2c07590b7e71a442,111,A0A1F3BHJ4,train,0.4977,0.4944,A0A1F3BHJ4,0.4977,0.4944,0.025,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6c3dc9d6d9835fd0d39d018358b2,109,A0A7U6KQ45,train,0.9115,0.8336,A0A7U6KQ45,0.9115,0.8336,0.326,qtmscore,11,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6da5c95a02c4862529381601ad8c,110,A0A3D5UIR4,train,0.8745,0.8671,A0A3D5UIR4,0.8745,0.8671,0.091,qtmscore,295,291,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6e841ea0a3d448fe2e31dc6b2718,110,A0A0B7K788,train,0.8329,0.7868,A0A0B7K788,0.8329,0.7868,0.06,qtmscore,167,164,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6ef8e1731d76c6843481b996a2a5,111,A0A1S3X7C2,train,0.634,0.6252,A0A1S3X7C2,0.634,0.6252,0.039,qtmscore,7,7,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c6f5dcb4bff5847ec3386c85b7dd0,112,A0A0Q8C250,train,0.6706,0.6358,A0A0Q8C250,0.6706,0.6358,0.07,qtmscore,30,29,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c716ba9e7eb4c1714bb104f63c19f,111,A0A842SCJ1,train,0.5988,0.5224,A0A842SCJ1,0.5988,0.5224,0.01,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7265776edea09209e46a4d36432d,109,A0A2I0RKN9,train,0.7888,0.6945,A0A2I0RKN9,0.7888,0.6945,0.172,qtmscore,218,211,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c72c3b96b2e6b04da0657dc7514a9,112,A0A432H472,train,0.5046,0.4592,A0A432H472,0.5046,0.4592,0.042,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c735c5e4843393d4fa146e10dab34,111,A0A1Q9P4Q4,train,0.7648,0.6442,A0A1Q9P4Q4,0.7648,0.6442,0.069,qtmscore,78,76,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c73ac342c7d20b55b0da26ee3a663,110,A0A3N5RVE0,train,0.8947,0.8797,A0A3N5RVE0,0.8947,0.8797,0.243,qtmscore,56,56,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c742f104239ed78a154386db4d54a,111,A0A810Q3G9,train,0.6375,0.6115,A0A810Q3G9,0.6375,0.6115,0.075,qtmscore,14,13,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7495df3e4e05dc0b571e28137ae7,111,A0A7N0U7Y6,train,0.6881,0.6588,A0A7N0U7Y6,0.6881,0.6588,0.007,qtmscore,244,237,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c75209349b732323946e5de1d4da9,112,A0A1R1LT35,train,0.9373,0.8328,A0A1R1LT35,0.9373,0.8328,0.355,qtmscore,244,238,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7599e3c372e265d178f3e4834f51,112,A0A653G593,train,0.5631,0.5591,A0A653G593,0.5631,0.5591,0.036,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c75ab2abff05577ae631e23ccc5f9,110,J9E7S0,train,0.8048,0.7729,J9E7S0,0.8048,0.7729,0.162,qtmscore,27,27,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7769489100826988d52661e85d1a,112,A0A1J4K9L9,train,0.5019,0.4984,A0A1J4K9L9,0.5019,0.4984,0.011,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7883f53eaa2cf81b8f30481b1c9d,111,A0A1W9W8B2,train,0.5467,0.517,A0A1W9W8B2,0.5467,0.517,0.031,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c78d0d63e072ef19fc48a11a6c2ff,110,D6TWK5,train,0.6491,0.5943,D6TWK5,0.6491,0.5943,0.054,qtmscore,36,36,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c78fedca431e6a5f34a82dc249b6e,111,A0A2E5Y6Y3,train,0.6894,0.6844,A0A2E5Y6Y3,0.6894,0.6844,0.041,qtmscore,55,55,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c79372cd7473c74c26d9a2df6cf9b,112,A0A7K2X8T9,train,0.9411,0.9331,A0A7K2X8T9,0.9411,0.9331,0.34,qtmscore,298,291,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c793a25e4008df1c2df4762fb3c43,111,A0A7K3NK77,train,0.6232,0.5991,A0A7K3NK77,0.6232,0.5991,0.048,qtmscore,26,26,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c79cd63e6b42b0d28f22b96511d4d,109,A0A316A3A3,train,0.6866,0.6815,A0A316A3A3,0.6866,0.6815,0.077,qtmscore,21,20,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7a54b71261710223edbdbaf21b81,110,F9PA50,train,0.5709,0.5666,F9PA50,0.5709,0.5666,0.05,qtmscore,8,7,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7ade4ab4c6bd8b91cdfb16d3ad1e,109,A0A196SPV3,train,0.6341,0.5965,A0A196SPV3,0.6341,0.5965,0.017,qtmscore,41,41,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7bc9b1cc35c61a04a26417e3ec00,109,A0A2R4NCE3,train,0.6988,0.6938,A0A2R4NCE3,0.6988,0.6938,0.139,qtmscore,223,221,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7bddcec50d96bd886068e76cb3af,112,A0A1H3NR41,train,0.9474,0.9147,A0A1H3NR41,0.9474,0.9147,0.413,qtmscore,41,40,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7cc99f41cc876c3c1a723d90c87b,110,A0A4S4MXW1,train,0.8513,0.8443,A0A4S4MXW1,0.8513,0.8443,0.163,qtmscore,133,131,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7d3250afa1fe86636fb6bc56d0be,110,A0A7C5JBH9,train,0.7722,0.7663,A0A7C5JBH9,0.7722,0.7663,0.008,qtmscore,20,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7d76408c0b15a995bf4ab697cfcb,110,A0A412B595,train,0.7998,0.6294,A0A412B595,0.7998,0.6294,0.107,qtmscore,25,24,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7e56ff6b444a1d1ebc6741e52c0d,111,A0A7V9W329,train,0.5899,0.5588,A0A7V9W329,0.5899,0.5588,0.065,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7ea1a67be39fe3975bcc612cd2bf,109,A0A318S747,train,0.4998,0.4932,A0A318S747,0.4998,0.4932,0.024,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7ede9261782ca63311d74e958499,112,A0A672L8X8,train,0.7176,0.7125,A0A672L8X8,0.7176,0.7125,0.04,qtmscore,185,179,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7f3f156b826b9e8aa32605868856,109,A3JEX1,train,0.9639,0.9554,A3JEX1,0.9639,0.9554,0.354,qtmscore,21,21,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7f4c495db3421c1573b9593a09c1,111,A0A316TWG7,train,0.5844,0.5803,A0A316TWG7,0.5844,0.5803,0.033,qtmscore,13,12,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7f730d68d75ca0e27aa4dbce8006,112,A0A6N7PKK0,train,0.6292,0.6156,A0A6N7PKK0,0.6292,0.6156,0.069,qtmscore,32,32,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c7fed8f6a360b02e08cd280a8e780,112,A0A1R3U5R0,train,0.6166,0.5549,A0A1R3U5R0,0.6166,0.5549,0.024,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c802349176803a44bc8c78df828ca,111,A0A2N9MRJ0,train,0.572,0.5493,A0A2N9MRJ0,0.572,0.5493,0.02,qtmscore,8,8,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c81a4a1563a54bdd1c503d1380680,111,A0A4Q9MHU6,train,0.5495,0.4937,A0A4Q9MHU6,0.5495,0.4937,0.017,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8217760f74878f4bd752370da54b,109,A0A842Q2W1,train,0.6025,0.5985,A0A842Q2W1,0.6025,0.5985,0.056,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8413dbb88792a74dd9dbcd45d729,111,A0A2H9SWY0,train,0.7224,0.6498,A0A2H9SWY0,0.7224,0.6498,0.03,qtmscore,60,59,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8508dfebdb5aaa35624c4c9a16ec,109,E4XTF7,train,0.6439,0.5858,E4XTF7,0.6439,0.5858,0.037,qtmscore,65,64,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8529cb0512944a095aeb93203e46,111,A0A6G2EFZ8,train,0.7821,0.6631,A0A6G2EFZ8,0.7821,0.6631,0.069,qtmscore,80,79,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8559444b5baf9c950916163315c5,111,A0A016WAT0,train,0.7429,0.5333,A0A016WAT0,0.7429,0.5333,0.074,qtmscore,8,7,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c872a8d711371f01a7b908f769a52,109,A0A545BHW3,train,0.7365,0.6363,A0A545BHW3,0.7365,0.6363,0.026,qtmscore,118,115,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c879b3719137d1dc7e4a531ba9c58,110,A0A842YUE1,train,0.6118,0.5498,A0A842YUE1,0.6118,0.5498,0.012,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8c0f03682827d8ce8788c5eeae09,110,A0A3D4JNN7,train,0.5434,0.539,A0A3D4JNN7,0.5434,0.539,0.074,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8dc68696446181d203fea928d224,110,A0A4Q2DX19,train,0.7226,0.6538,A0A4Q2DX19,0.7226,0.6538,0.045,qtmscore,26,26,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8e5851a30e0cc6942dd1e030b0ea,112,A0A0M3QAB4,train,0.7731,0.7423,A0A0M3QAB4,0.7731,0.7423,0.174,qtmscore,135,131,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8e71e3c2b966306bef029d422b75,112,A0A3P1SB48,train,0.654,0.6145,A0A3P1SB48,0.654,0.6145,0.048,qtmscore,53,52,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c8f624c23fa39961cd8ef6135b3d5,111,A0A6M6BIG6,train,0.7379,0.6156,A0A6M6BIG6,0.7379,0.6156,0.242,qtmscore,20,20,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c901254353cc14978e609b3853ad1,109,A0A287J1R0,train,0.6642,0.5404,A0A287J1R0,0.6642,0.5404,0.074,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c909a5d22111b59b024bf18aca722,111,A0A2V7F1C0,train,0.5894,0.5127,A0A2V7F1C0,0.5894,0.5127,0.023,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c90d244a897f92904c676166419e2,112,A0A7V7F3E1,train,0.5035,0.5004,A0A7V7F3E1,0.5035,0.5004,0.024,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c916fd9fc0fe173dea6eebabe1721,110,A0A836C6N2,train,0.7314,0.6786,A0A836C6N2,0.7314,0.6786,0.175,qtmscore,14,14,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9180e5d7d658bb5f55910ec3d0f1,110,A0A1E5NGV0,train,0.9035,0.8958,A0A1E5NGV0,0.9035,0.8958,0.349,qtmscore,51,48,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c937b320bd6c9b89d735ed7733d38,112,A0A7S1I3P7,train,0.5691,0.5652,A0A7S1I3P7,0.5691,0.5652,0.034,qtmscore,33,32,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9380eae345083d4de17a3305766e,109,A0A2D6M1U3,train,0.6308,0.5505,A0A2D6M1U3,0.6308,0.5505,0.04,qtmscore,8,6,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c98a4c2dc7ff59f9b9fc4c73d4edf,110,A0A0F9V1S0,train,0.7682,0.5114,A0A0F9V1S0,0.7682,0.5114,0.225,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c98f5feea0a551caa63eff4408503,111,W4UC95,train,0.9355,0.5974,W4UC95,0.9355,0.5974,0.534,qtmscore,5,5,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c99d9f16e7f9ac6f61ea87ff1f6ef,109,A0A177WP49,train,0.6737,0.6445,A0A177WP49,0.6737,0.6445,0.01,qtmscore,111,109,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9acd33ff585ceaaea3a1861dbaed,112,A0A1F8Q8T3,train,0.7733,0.7674,A0A1F8Q8T3,0.7733,0.7674,0.084,qtmscore,248,237,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9efda26ff0d74eb0523cfa93b051,112,A0A5K4F3V0,train,0.7123,0.6812,A0A5K4F3V0,0.7123,0.6812,0.035,qtmscore,24,23,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9f23650424917362ea52d58f7133,110,A0A1G9QE90,train,0.8457,0.8389,A0A1G9QE90,0.8457,0.8389,0.172,qtmscore,16,16,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9f89489f53e4d60b4c33eb60c3ee,111,A0A7S4HH90,train,0.7553,0.6565,A0A7S4HH90,0.7553,0.6565,0.036,qtmscore,17,17,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9fc1b781b8564bd0a7a78fabcff8,112,A0A6A4S1X1,train,0.7811,0.6563,A0A6A4S1X1,0.7811,0.6563,0.084,qtmscore,22,22,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674c9ff2e82a0a2057b67cba328805a6,111,A0A1G1NEB8,train,0.5916,0.5871,A0A1G1NEB8,0.5916,0.5871,0.018,qtmscore,101,99,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca0217862ac8a331d879859d38ac1,111,A0A257CGP5,train,0.7514,0.6519,A0A257CGP5,0.7514,0.6519,0.079,qtmscore,134,129,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca24c0a9b3989b195579033ed61a7,112,A0A6V7GXL5,train,0.7768,0.765,A0A6V7GXL5,0.7768,0.765,0.064,qtmscore,299,294,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca26ec59cc1797cfb3b93cde00fb6,111,A0A0K6FNM5,train,0.6868,0.6817,A0A0K6FNM5,0.6868,0.6817,0.026,qtmscore,86,84,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca335f99accc5da5eebe500c2ec2f,112,A0A378LCG3,train,0.7446,0.7391,A0A378LCG3,0.7446,0.7391,0.018,qtmscore,158,157,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca39e00b2da562b9e30da2847b331,111,A0A7Z1FWU6,train,0.5972,0.5929,A0A7Z1FWU6,0.5972,0.5929,0.053,qtmscore,8,8,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca4844b47ee49660ff2dde3569cd5,110,A0A2W6S0U1,train,0.7069,0.7011,A0A2W6S0U1,0.7069,0.7011,0.127,qtmscore,15,15,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca53925b477db767e7b0031bb84b3,109,A0A839QDV0,train,0.7972,0.739,A0A839QDV0,0.7972,0.739,0.151,qtmscore,262,258,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca571c0c830cbd0aca1363eef5f23,111,A0A838KLY5,train,0.892,0.877,A0A838KLY5,0.892,0.877,0.265,qtmscore,300,289,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca7979ee952de6b031d1388b25760,112,A0A1I4YJ92,train,0.5712,0.4925,A0A1I4YJ92,0.5712,0.4925,0.017,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca897ce131c3279139476d8861482,111,A0A7S0ATZ9,test,0.8379,0.8312,A0A226EXT3,0.8777,0.827,0.123,qtmscore,186,179,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674ca933aac5ede4010e4833fab89fa4,108,A0A2V9F708,train,0.7867,0.7804,A0A2V9F708,0.7867,0.7804,0.109,qtmscore,85,82,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674caa066262fb3e71e2af7cde04d02b,109,A0A243W5Q5,train,0.7965,0.7836,A0A243W5Q5,0.7965,0.7836,0.077,qtmscore,167,163,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674caaf47bed0c04fbb15e260b9cd0bb,112,A0A6A4SZS3,train,0.6802,0.6694,A0A6A4SZS3,0.6802,0.6694,0.042,qtmscore,188,183,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cab564e177906fbac9228b8f62720,110,A0A3A1URQ1,train,0.8164,0.7768,A0A3A1URQ1,0.8164,0.7768,0.063,qtmscore,295,291,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cac4830217a560d42b90ee18ad80c,111,A0A409WEM9,train,0.6099,0.5914,A0A409WEM9,0.6099,0.5914,0.029,qtmscore,23,21,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cac515829fedbe2284e07cb8b4bf8,111,A0A672HEY9,train,0.4568,0.4239,A0A672HEY9,0.4568,0.4239,0.007,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cac61e2f4b069346125d7e28eee3e,112,A0A7C0WEV4,train,0.9201,0.897,A0A7C0WEV4,0.9201,0.897,0.383,qtmscore,112,111,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cacc79577e97a217dcdc852497818,111,A0A846NX99,train,0.9421,0.5639,A0A846NX99,0.9421,0.5639,0.454,qtmscore,9,9,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cad077c6b167aff2210af1b8f8f6e,110,E8V5K7,train,0.8533,0.8094,E8V5K7,0.8533,0.8094,0.28,qtmscore,161,160,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cad385bd7ca54f1db7768cf94fd98,109,A0A1H0IT57,train,0.8061,0.7995,A0A1H0IT57,0.8061,0.7995,0.173,qtmscore,300,297,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cad5232d9fa470ae412d1590b2664,109,A0A1E3PSI3,train,0.71,0.6218,A0A1E3PSI3,0.71,0.6218,0.012,qtmscore,21,21,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674cae9373ac1bc3a49bb74b5a4115f5,108,H3GJV0,train,0.7681,0.7087,H3GJV0,0.7681,0.7087,0.045,qtmscore,39,37,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
674caea72fb2ab3575bfede3c6ed6513,109,A0A5N7DLP0,train,0.5555,0.5331,A0A5N7DLP0,0.5555,0.5331,0.034,qtmscore,9,9,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
