stem,query,target,alntmscore,qtmscore,ttmscore,lddt,fident,alnlen,evalue
7d856d1e36b97d7ecaeca6dd6c7c4711,7d856d1e36b97d7ecaeca6dd6c7c4711,6irb-assembly1_A,0.6462,0.5054,0.3061,0.686,0.051,116,0.3743
7d856de80e0cc8d27bbb6f3221e1c7a8,7d856de80e0cc8d27bbb6f3221e1c7a8,5i6h-assembly1_A,0.5587,0.5478,0.06409,0.4622,0.003,618,0.2758
7d856e492746508b00e2824f62a0d687,7d856e492746508b00e2824f62a0d687,6q3r-assembly2_B,0.6928,0.6878,0.2705,0.5403,0.048,227,0.4501
7d856ebb5d511ae74bb318daa9639824,7d856ebb5d511ae74bb318daa9639824,1vbl-assembly1_A,0.7681,0.7624,0.2455,0.5359,0.042,257,0.4739
7d856f0bb695302bda74414a015634fb,7d856f0bb695302bda74414a015634fb,7k5b-assembly1_B,0.4483,0.4456,0.018,0.4117,0.008,870,0.2048
7d856f19ed7fb9d47e37defe78128797,7d856f19ed7fb9d47e37defe78128797,5xns-assembly1_A,0.658,0.5414,0.1887,0.6151,0.054,128,0.3401
7d856fed96c9a02e91c275af8a5f8c23,7d856fed96c9a02e91c275af8a5f8c23,8fbk-assembly1_A,0.696,0.6031,0.3429,0.6698,0.034,174,0.4456
7d856fee7cc38fe4acd814416aacbe56,7d856fee7cc38fe4acd814416aacbe56,2mca-assembly1_A,0.8732,0.4758,0.5188,0.652,0.138,72,0.4823
7d8570e2459b7079c221f26c6d173b99,7d8570e2459b7079c221f26c6d173b99,4e9d-assembly1_A,0.575,0.4241,0.2318,0.4462,0.031,159,0.3129
7d85713534d98f79713ee718af17a9db,7d85713534d98f79713ee718af17a9db,8wg2-assembly2_D,0.5413,0.5384,0.1264,0.4125,0.007,648,0.302
7d85718c8589a53690965fdb803dc611,7d85718c8589a53690965fdb803dc611,5h9f-assembly1_A,0.6357,0.6141,0.182,0.5814,0.016,184,0.3688
7d8572187cbb4c81f6afba26c30327c4,7d8572187cbb4c81f6afba26c30327c4,2a1v-assembly1_A,0.8866,0.8795,0.7434,0.7528,0.282,124,0.7847
7d8572a9b873e9faafb7b67a3659bf5f,7d8572a9b873e9faafb7b67a3659bf5f,8emw-assembly1_A,0.4736,0.4546,0.1022,0.3635,0.018,607,0.2476
7d857320fb13a0fc8d31611ffad9d9c7,7d857320fb13a0fc8d31611ffad9d9c7,8uw3-assembly1_A,0.5481,0.5314,0.07124,0.566,0.024,411,0.2711
7d85743c92d93872d276e6d7c79d7e89,7d85743c92d93872d276e6d7c79d7e89,7x0z-assembly1_B,0.5744,0.543,0.1347,0.647,0.01,282,0.3134
7d8574cc750362e45107c29ef48e1582,7d8574cc750362e45107c29ef48e1582,8otz-assembly1_Cz,0.6078,0.5797,0.2627,0.6473,0.021,284,0.3904
7d8576af7c6e7fbfea5763150867a898,7d8576af7c6e7fbfea5763150867a898,4pzp-assembly1_A,0.9469,0.9389,0.2383,0.84,0.247,117,0.5772
7d85771def18032a7af9718842656ad4,7d85771def18032a7af9718842656ad4,7p3r-assembly1_C,0.7602,0.6234,0.2498,0.676,0.041,97,0.4126
7d85781c4ef6bbb86605b5930195cde4,7d85781c4ef6bbb86605b5930195cde4,3ez0-assembly2_C,0.5397,0.5154,0.3148,0.4307,0.015,195,0.3819
7d85782e6c58602ad129fe0b4ea2ceea,7d85782e6c58602ad129fe0b4ea2ceea,5utu-assembly2_E,0.5418,0.51,0.1529,0.4106,0.006,456,0.305
7d8579ede308affcc256c7d99f020e2c,7d8579ede308affcc256c7d99f020e2c,1vpl-assembly1_A-2,0.7536,0.7311,0.3815,0.6089,0.088,237,0.5259
7d857b0a5e074b92ce76e8e2fbcaecb9,7d857b0a5e074b92ce76e8e2fbcaecb9,3epz-assembly2_B,0.6211,0.4794,0.2659,0.5367,0.029,172,0.3557
7d857b3e13f432fb2589f77e692e5ba4,7d857b3e13f432fb2589f77e692e5ba4,6x8n-assembly2_B,0.8237,0.7668,0.6968,0.6285,0.09,122,0.6931
7d857b53178eb7e37a9e6d7cd33936ac,7d857b53178eb7e37a9e6d7cd33936ac,8ht9-assembly1_A,0.5604,0.4823,0.2349,0.5023,0.021,283,0.3314
7d857c29028e928ef814e2680e77348c,7d857c29028e928ef814e2680e77348c,5t9v-assembly1_B,0.5269,0.4814,0.01971,0.4727,0.001,3107,0.2236
7d857ceb24661da943317a8ea4dbe108,7d857ceb24661da943317a8ea4dbe108,4r11-assembly2_C,0.6586,0.6096,0.1625,0.4817,0.044,179,0.3561
7d857ddd889791aff8f425f2fe390fe2,7d857ddd889791aff8f425f2fe390fe2,8to0-assembly1_K,0.5971,0.5928,0.2038,0.5394,0.009,317,0.3734
7d857e4c653bbcf702e17a6f3775246a,7d857e4c653bbcf702e17a6f3775246a,7rro-assembly1_B6,0.6832,0.6737,0.2541,0.5464,0.033,150,0.4343
7d857eafa469f0af6b31e457cf8c0139,7d857eafa469f0af6b31e457cf8c0139,2olt-assembly2_A,0.6246,0.5968,0.3443,0.5356,0.022,223,0.4448
7d857ed3fd496b4e4facfbc58c24f297,7d857ed3fd496b4e4facfbc58c24f297,8jjr-assembly1_l,0.6246,0.4194,0.2144,0.5668,0.052,96,0.2994
7d857edbd62870d4cef17d156afbf1ca,7d857edbd62870d4cef17d156afbf1ca,1i8t-assembly1_B,0.963,0.7097,0.2255,0.763,0.619,84,0.4619
7d858051a88da717017ef58c8d75c84e,7d858051a88da717017ef58c8d75c84e,5i6r-assembly1_A-2,0.7626,0.5316,0.1616,0.7122,0.028,207,0.333
7d8580a073e140c1fde0e21009e387c7,7d8580a073e140c1fde0e21009e387c7,3ooj-assembly1_B,0.5886,0.5504,0.1344,0.4648,0.041,145,0.312
7d85821091cd56c157bde69341594eb3,7d85821091cd56c157bde69341594eb3,5cwn-assembly1_A,0.6968,0.6042,0.369,0.5689,0.059,118,0.4534
7d85827cea4cee17ad292398e8d55d13,7d85827cea4cee17ad292398e8d55d13,4wyv-assembly1_D,0.5516,0.5086,0.2997,0.6045,0.029,204,0.3807
7d858306ebd860ac3ded950cb4c6361a,7d858306ebd860ac3ded950cb4c6361a,3pjy-assembly1_A,0.9275,0.9123,0.8183,0.7986,0.225,124,0.8452
7d8583587eb54ac0ba3946607a790f4b,7d8583587eb54ac0ba3946607a790f4b,5ix3-assembly1_A,0.9571,0.9331,0.6543,0.9034,0.269,115,0.782
7d85846d72abe7aa10310b264c3bd88b,7d85846d72abe7aa10310b264c3bd88b,9cpb-assembly1_6M,0.6255,0.6211,0.2325,0.6268,0.02,342,0.3986
7d8584bfb5a659bc51119581b7b3810e,7d8584bfb5a659bc51119581b7b3810e,8c6j-assembly1_y,0.5214,0.457,0.2739,0.5937,0.036,163,0.3419
7d85861d6f829c86ff164cc7ddc98843,7d85861d6f829c86ff164cc7ddc98843,5o7x-assembly1_A,0.5419,0.4672,0.1117,0.5073,0.042,119,0.2675
7d858624afd821f1b4fb3a6b370de486,7d858624afd821f1b4fb3a6b370de486,4ax4-assembly1_A,0.6163,0.5521,0.1125,0.4471,0.026,302,0.3113
7d85871b1c983afa19341efa8a141d03,7d85871b1c983afa19341efa8a141d03,8gfv-assembly1_A,0.4806,0.4587,0.2661,0.5127,0.019,202,0.3329
7d8588661649e2e3c16acb69448a84cf,7d8588661649e2e3c16acb69448a84cf,8vpp-assembly1_A,0.572,0.5647,0.09561,0.4357,0.019,508,0.3028
7d8589728c7762799eca58c79ff43ee3,7d8589728c7762799eca58c79ff43ee3,8jg7-assembly1_E,0.4999,0.4572,0.1601,0.3938,0.027,181,0.2813
7d858a35a79cc78b9debe17fbafa9fad,7d858a35a79cc78b9debe17fbafa9fad,5vgz-assembly1_W,0.529,0.4995,0.1723,0.3985,0.02,343,0.302
7d858b03bc71b1bea51ba8d0000f7c2e,7d858b03bc71b1bea51ba8d0000f7c2e,5u7p-assembly1_A,0.5586,0.5549,0.1924,0.4457,0.017,403,0.3455
7d858b823f684fedf17e58509f3ec432,7d858b823f684fedf17e58509f3ec432,3ne7-assembly1_A,0.8491,0.8095,0.6104,0.7531,0.155,122,0.6858
7d858ba7d76bc88c1f1f371198bf8e20,7d858ba7d76bc88c1f1f371198bf8e20,5knc-assembly1_G,0.592,0.4951,0.32,0.5514,0.031,189,0.3831
7d858e04cc418d5b9becf6e7c264ad4d,7d858e04cc418d5b9becf6e7c264ad4d,3vi1-assembly2_B,0.8569,0.7692,0.2053,0.6776,0.206,116,0.472
7d858eda095853591bea569f778530a5,7d858eda095853591bea569f778530a5,4zdr-assembly1_A,0.5114,0.5079,0.2702,0.4917,0.025,160,0.3604
7d858fba76c9af9afc12294212617537,7d858fba76c9af9afc12294212617537,7s5v-assembly1_E,0.5855,0.5814,0.06328,0.5832,0.005,942,0.3008
7d85903670ed0d2407cb2b5e1c1c386b,7d85903670ed0d2407cb2b5e1c1c386b,1nc7-assembly1_C,0.7987,0.695,0.695,0.6364,0.118,110,0.6609
7d8590e15a40ee712381882efa993a59,7d8590e15a40ee712381882efa993a59,2xra-assembly1_A,0.8594,0.8527,0.5046,0.7228,0.025,117,0.6509
7d8590eed1700e2bd3362c4b2162aba0,7d8590eed1700e2bd3362c4b2162aba0,5m4y-assembly2_C,0.7415,0.6147,0.4087,0.6356,0.052,96,0.482
7d8591982512b2cc1653af193a1f789c,7d8591982512b2cc1653af193a1f789c,7w5a-assembly1_A,0.6538,0.3547,0.02597,0.6535,0.002,741,0.1804
7d8591d3f390fa9dc51f47467c703ddf,7d8591d3f390fa9dc51f47467c703ddf,6rwe-assembly1_B,0.4661,0.4526,0.06582,0.3719,0.01,455,0.2324
7d8593bdb2ce5f9cd8b4caf666a7a7a7,7d8593bdb2ce5f9cd8b4caf666a7a7a7,6zyx-assembly1_Y,0.4478,0.4451,0.07351,0.3308,0.008,482,0.2333
7d8593c8ba9625f344cec7cdeb3807f5,7d8593c8ba9625f344cec7cdeb3807f5,3s84-assembly1_A,0.7071,0.6929,0.376,0.5834,0.033,211,0.5015
7d8595ae58fb4516b9ba5abafef6d11b,7d8595ae58fb4516b9ba5abafef6d11b,2yfb-assembly1_A,0.6901,0.6763,0.3724,0.6185,0.086,151,0.488
7d8595f2175a384a0bb2416f001a2547,7d8595f2175a384a0bb2416f001a2547,6cru-assembly1_C,0.6861,0.6814,0.4065,0.4995,0.052,192,0.5052
7d8597f01ca867638c601e0defeb826a,7d8597f01ca867638c601e0defeb826a,1zb9-assembly1_B,0.5624,0.4919,0.4198,0.4644,0.034,115,0.4086
7d859867fa1d060da53b7f2fd5b105b7,7d859867fa1d060da53b7f2fd5b105b7,8dgc-assembly1_D,0.4774,0.4745,0.04162,0.3481,0.016,372,0.2316
7d8598e366db4c392ea686a380becf74,7d8598e366db4c392ea686a380becf74,7y22-assembly1_Y,0.5789,0.5054,0.09264,0.4377,0.012,641,0.2762
7d85991dec5f2ebc1f8c915e76dd1fa3,7d85991dec5f2ebc1f8c915e76dd1fa3,6zz4-assembly1_B,0.4989,0.4958,0.2487,0.4187,0.022,175,0.3406
7d859979eee0049c19f29a4888612a8a,7d859979eee0049c19f29a4888612a8a,8h1r-assembly2_D,0.8289,0.7647,0.1265,0.7671,0.029,268,0.4276
7d859a75a3b6403d37c5a7f786d1ba6d,7d859a75a3b6403d37c5a7f786d1ba6d,3zci-assembly1_A,0.6462,0.6415,0.409,0.5273,0.033,180,0.4957
7d859ae52703beadedf9e999d4bdcdf6,7d859ae52703beadedf9e999d4bdcdf6,8qhs-assembly1_A,0.7471,0.7416,0.562,0.6503,0.129,131,0.6151
7d859b3406fac02e3222fc4ab2057eb0,7d859b3406fac02e3222fc4ab2057eb0,8fmv-assembly1_D,0.4788,0.4634,0.1109,0.471,0.017,403,0.2574
7d859b90af1cc0ad9d2b9ca744ca98a6,7d859b90af1cc0ad9d2b9ca744ca98a6,6qk7-assembly1_A,0.5522,0.4952,0.06623,0.5567,0.012,236,0.2594
7d859be8d18857b2d018d757b07fe0b8,7d859be8d18857b2d018d757b07fe0b8,6zbd-assembly1_D,0.7143,0.709,0.4305,0.7367,0.046,129,0.5404
7d859d72c1f1d6e3df2653bda46ac5e7,7d859d72c1f1d6e3df2653bda46ac5e7,5z2c-assembly2_B,0.5016,0.4983,0.1643,0.3879,0.019,407,0.3039
7d859d990bd814177f023dc83354a68d,7d859d990bd814177f023dc83354a68d,3kk4-assembly2_D,0.6807,0.6113,0.5723,0.6703,0.195,128,0.5647
7d859ddd9195f8ca0683602f55037312,7d859ddd9195f8ca0683602f55037312,1tkl-assembly1_B,0.9382,0.9306,0.3458,0.8919,0.491,118,0.6239
7d859ea4f35a72bf55e75095d99b85c6,7d859ea4f35a72bf55e75095d99b85c6,8otz-assembly1_D3,0.733,0.6916,0.2403,0.5726,0.017,169,0.4367
7d85a025353992f251885eaa58b0f1bf,7d85a025353992f251885eaa58b0f1bf,7k36-assembly1_I,0.4434,0.4408,0.1219,0.2962,0.025,240,0.2498
7d85a061338673844283d19c565e8afc,7d85a061338673844283d19c565e8afc,1twy-assembly1_A,0.5687,0.5217,0.2641,0.7604,0.107,204,0.376
7d85a14decc1155f2f9fcaa1834eb8fc,7d85a14decc1155f2f9fcaa1834eb8fc,5hsq-assembly1_A-2,0.6293,0.6163,0.1742,0.5488,0.06,149,0.367
7d85a1c10944fa7ec7b88d0b41e2b2b1,7d85a1c10944fa7ec7b88d0b41e2b2b1,5o71-assembly1_A,0.5517,0.4399,0.1368,0.5008,0.015,262,0.2631
7d85a1f3221f97ece3520a265fa9d6b0,7d85a1f3221f97ece3520a265fa9d6b0,7n6g-assembly1_1T,0.7618,0.6902,0.0921,0.664,0.079,113,0.3747
7d85a3c02cddb2ea63ce5db1f322f2a3,7d85a3c02cddb2ea63ce5db1f322f2a3,5o9z-assembly1_G,0.517,0.4767,0.0929,0.3033,0.04,124,0.2589
7d85a3ebf4630d3b3d4ed56ad892cac3,7d85a3ebf4630d3b3d4ed56ad892cac3,6tkv-assembly1_B,0.5457,0.4784,0.1554,0.5089,0.005,355,0.2893
7d85a828b63fc0e07fb971a840384441,7d85a828b63fc0e07fb971a840384441,8ipr-assembly2_E,0.6046,0.5532,0.1559,0.5234,0.028,281,0.3266
7d85a8dbaeb77fe29ddad6b69a1eaea5,7d85a8dbaeb77fe29ddad6b69a1eaea5,6f0k-assembly1_E,0.7792,0.6582,0.4303,0.6541,0.225,102,0.5199
7d85aa1ea9c81dfa709164b71ffa92d6,7d85aa1ea9c81dfa709164b71ffa92d6,6h2d-assembly1_P,0.5002,0.4894,0.2876,0.5201,0.023,217,0.367
7d85aa2e69f29329d9c962ee498f667b,7d85aa2e69f29329d9c962ee498f667b,2h8e-assembly1_A,0.8373,0.8309,0.8,0.7191,0.168,119,0.7752
7d85ab1dea7e2bd8a937909aa82995d7,7d85ab1dea7e2bd8a937909aa82995d7,8s0f-assembly1_A,0.5717,0.5554,0.2081,0.5043,0.054,182,0.3575
7d85ac17bc71917bba93f65ce78cde5b,7d85ac17bc71917bba93f65ce78cde5b,3o1l-assembly1_A,0.6438,0.5365,0.2172,0.5764,0.139,193,0.3658
7d85ad86014ca121d1283336266ea489,7d85ad86014ca121d1283336266ea489,7pru-assembly1_B,0.6262,0.5853,0.1444,0.6458,0.016,417,0.3365
7d85ae0c302e3a0a956ee6bb6f479386,7d85ae0c302e3a0a956ee6bb6f479386,7p3r-assembly1_C,0.7328,0.678,0.2636,0.6299,0.014,274,0.4467
7d85ae16c582eb113adb4dd5bc0ca240,7d85ae16c582eb113adb4dd5bc0ca240,5icu-assembly1_A,0.9352,0.7876,0.8829,0.8468,0.316,98,0.8178
7d85ae2720e1f8b90f43fed8c77b69a3,7d85ae2720e1f8b90f43fed8c77b69a3,5m64-assembly1_A,0.4736,0.4393,0.05171,0.4264,0.005,1265,0.2169
7d85af594c3694742eeabbfff2218fae,7d85af594c3694742eeabbfff2218fae,2pih-assembly1_B,0.771,0.7595,0.7217,0.7823,0.09,122,0.7012
7d85afb8cf192f0a74be3a7113f5bc88,7d85afb8cf192f0a74be3a7113f5bc88,3k1t-assembly1_A-2,0.5251,0.4979,0.1697,0.4212,0.019,153,0.3044
7d85affdd3b6edb6e925a8b88848d696,7d85affdd3b6edb6e925a8b88848d696,3p0l-assembly4_D,0.5676,0.4553,0.3079,0.4653,0.053,169,0.3494
7d85b124bbd91ff9f4c91b021bedaa7c,7d85b124bbd91ff9f4c91b021bedaa7c,6dlv-assembly1_b,0.499,0.4726,0.1043,0.4116,0.023,129,0.2636
7d85b14c6c05e3acb79a6c9edd3da93a,7d85b14c6c05e3acb79a6c9edd3da93a,4mrb-assembly1_B-2,0.7669,0.5343,0.5794,0.5898,0.139,93,0.5317
7d85b50e7efddff2f9ff0e5604dece20,7d85b50e7efddff2f9ff0e5604dece20,7u5c-assembly1_C,0.432,0.4294,0.0678,0.3407,0.017,294,0.2217
7d85b50ee46d4856ee39a12cef3f28bb,7d85b50ee46d4856ee39a12cef3f28bb,1x91-assembly1_A,0.7134,0.6983,0.5636,0.5828,0.096,125,0.586
7d85b54d4ec7af4817d07b382004325b,7d85b54d4ec7af4817d07b382004325b,8if8-assembly1_B,0.4423,0.4392,0.1001,0.3317,0.027,256,0.252
7d85b56d5ec921a04629030f7c9e7f44,7d85b56d5ec921a04629030f7c9e7f44,8glv-assembly1_JG,0.5081,0.4761,0.01979,0.5417,0.009,636,0.2232
7d85b5c5e0f3ced103ff824fe54af24d,7d85b5c5e0f3ced103ff824fe54af24d,7pkt-assembly1_i,0.958,0.9419,0.7136,0.8561,0.342,114,0.8147
7d85b5cc002f4d66bf1cb0794b16cdc6,7d85b5cc002f4d66bf1cb0794b16cdc6,7xt7-assembly1_j,0.4465,0.3785,0.1255,0.5318,0.0,259,0.2249
7d85b6424125fd665a7715e24dbb14f2,7d85b6424125fd665a7715e24dbb14f2,7n2u-assembly1_SM,0.8081,0.5026,0.4943,0.801,0.272,110,0.4818
7d85b683fef2b63055acf15c031d197c,7d85b683fef2b63055acf15c031d197c,8pm4-assembly1_A,0.5435,0.5399,0.1342,0.4711,0.021,598,0.3061
7d85b692e8c70d98a51a8453dc7b72a0,7d85b692e8c70d98a51a8453dc7b72a0,4whe-assembly1_A,0.6825,0.3858,0.3293,0.518,0.0,117,0.3368
7d85b6ef5415e5e386727c6dbfca201b,7d85b6ef5415e5e386727c6dbfca201b,5ijh-assembly2_B,0.5345,0.5274,0.36,0.3757,0.042,142,0.4046
7d85b76c12b3dc84ece148593d2c95af,7d85b76c12b3dc84ece148593d2c95af,5dlo-assembly1_A,0.8597,0.7824,0.7889,0.7672,0.177,118,0.765
7d85b99ae4cb11bd50524bcccf3b38e7,7d85b99ae4cb11bd50524bcccf3b38e7,8fql-assembly1_A,0.6356,0.6328,0.2537,0.6184,0.165,133,0.4068
7d85ba0e9ae4098f57527ef9c3559b63,7d85ba0e9ae4098f57527ef9c3559b63,2o57-assembly2_D,0.9225,0.9149,0.4131,0.83,0.11,217,0.6518
7d85bacc6d21c2a41d4cf71702cc0dce,7d85bacc6d21c2a41d4cf71702cc0dce,3qlb-assembly2_B,0.6446,0.6403,0.1415,0.5406,0.01,456,0.3624
7d85bb255ef9ebb32713b529706bcd46,7d85bb255ef9ebb32713b529706bcd46,8rm5-assembly1_A,0.6266,0.4812,0.03208,0.6482,0.007,676,0.2369
7d85bb2eae68021e001a0bdd160f8f43,7d85bb2eae68021e001a0bdd160f8f43,1q15-assembly1_B,0.7427,0.7371,0.1976,0.6269,0.066,180,0.4419
7d85bc0527d8e68578451da36c416f90,7d85bc0527d8e68578451da36c416f90,7qaq-assembly1_A,0.4403,0.4376,0.2799,0.422,0.02,191,0.3205
7d85bc16d241f7d87c2604aedde70c7a,7d85bc16d241f7d87c2604aedde70c7a,4g1i-assembly1_A,0.5118,0.5084,0.3477,0.4139,0.033,209,0.3903
7d85bc317c29452aaf934fd609998948,7d85bc317c29452aaf934fd609998948,8ips-assembly1_A,0.6308,0.5303,0.1254,0.5597,0.037,106,0.3064
7d85bc4d68096cd5d679ff88f53335e9,7d85bc4d68096cd5d679ff88f53335e9,8pd8-assembly1_A,0.5813,0.5774,0.08839,0.54,0.031,473,0.3054
7d85bd6b3b1906004aa6bc07b05f928b,7d85bd6b3b1906004aa6bc07b05f928b,2d1p-assembly1_A,0.9455,0.9376,0.8337,0.8462,0.269,130,0.8691
7d85be7aa39f27f7357870c72d59f401,7d85be7aa39f27f7357870c72d59f401,2gsc-assembly1_D,0.9265,0.9188,0.9112,0.8273,0.26,115,0.8937
7d85beb214768345fb6e834a318efa10,7d85beb214768345fb6e834a318efa10,8vbb-assembly1_A,0.7603,0.7547,0.1007,0.581,0.044,204,0.4047
7d85bf2d3ad6c3bcf04bb167c7349d9a,7d85bf2d3ad6c3bcf04bb167c7349d9a,7ue2-assembly1_A,0.47,0.4672,0.2225,0.3422,0.038,210,0.3106
7d85bf38fed717add9ada0d0df881f9b,7d85bf38fed717add9ada0d0df881f9b,2wfp-assembly1_A,0.4943,0.4719,0.1733,0.3596,0.057,157,0.2936
7d85c026d49fb3cd8cc0941733eb3c8b,7d85c026d49fb3cd8cc0941733eb3c8b,4r39-assembly3_C,0.5659,0.543,0.3398,0.5052,0.015,189,0.4081
7d85c0d5c9335dc579b844a2ee3c48dd,7d85c0d5c9335dc579b844a2ee3c48dd,5ip0-assembly2_E,0.7583,0.6545,0.6913,0.7443,0.066,105,0.6335
7d85c1444e17af8515e7245fdb93e40d,7d85c1444e17af8515e7245fdb93e40d,5fur-assembly1_I,0.5671,0.4882,0.07572,0.4545,0.027,222,0.2633
7d85c226a483d8930877b04f03a7390a,7d85c226a483d8930877b04f03a7390a,1stz-assembly1_A,0.7531,0.7259,0.2785,0.7057,0.165,242,0.4856
7d85c231c048f78e65b79ac3d75ba96c,7d85c231c048f78e65b79ac3d75ba96c,5qt4-assembly1_A,0.7287,0.686,0.2746,0.5633,0.027,217,0.4531
7d85c2555a6b01c931ffff81e92dc3aa,7d85c2555a6b01c931ffff81e92dc3aa,6pnl-assembly1_A,0.8843,0.8627,0.3102,0.7998,0.175,120,0.5729
7d85c286b2b1f6e1ff472e988e3a84b2,7d85c286b2b1f6e1ff472e988e3a84b2,8id8-assembly1_R,0.5419,0.538,0.2413,0.4718,0.016,308,0.3653
7d85c3594f5ba90a0afeb9d815a7d73b,7d85c3594f5ba90a0afeb9d815a7d73b,5sx8-assembly1_B,0.8255,0.7137,0.3558,0.6421,0.079,113,0.5139
7d85c3ccfb46e34d7a136e3b2a4d22a4,7d85c3ccfb46e34d7a136e3b2a4d22a4,6d3s-assembly1_A,0.554,0.5501,0.07213,0.46,0.003,518,0.2889
7d85c503b171510955b235444f43a175,7d85c503b171510955b235444f43a175,8vtv-assembly2_2U,0.9389,0.9081,0.9081,0.9248,0.4,115,0.8883
7d85c552a3d883ef1730d60b2fdc004a,7d85c552a3d883ef1730d60b2fdc004a,4uoz-assembly1_C,0.9754,0.967,0.1629,0.9076,0.345,113,0.5581
7d85c68ee712f86ea6ac27d48706792f,7d85c68ee712f86ea6ac27d48706792f,8rxx-assembly1_LP,0.5065,0.4863,0.3132,0.4432,0.023,130,0.3662
7d85c71f6c97128564542ff6e8ad73d0,7d85c71f6c97128564542ff6e8ad73d0,7plo-assembly1_7,0.4138,0.3886,0.1064,0.2885,0.008,449,0.2191
7d85c8014cfc2ad03fd9144ee3c33d50,7d85c8014cfc2ad03fd9144ee3c33d50,7xaf-assembly1_A,0.4739,0.471,0.2327,0.3711,0.031,191,0.3198
7d85cb14564ea6ea6d195cc0dcc1bdfb,7d85cb14564ea6ea6d195cc0dcc1bdfb,2b5u-assembly2_C,0.6236,0.5481,0.1572,0.7552,0.026,226,0.333
7d85cb53263d5759dfaafc2194c71b2b,7d85cb53263d5759dfaafc2194c71b2b,7ogt-assembly1_B,0.7944,0.6914,0.1301,0.7394,0.02,436,0.3929
7d85ccdbd94e5a867a8fedf4924a58fa,7d85ccdbd94e5a867a8fedf4924a58fa,7w5b-assembly1_J,0.4907,0.4879,0.1444,0.3886,0.011,341,0.2793
7d85cdd7771f21c10e0bc20a6f5cb45a,7d85cdd7771f21c10e0bc20a6f5cb45a,8rbx-assembly1_A,0.7405,0.6211,0.05991,0.5464,0.187,128,0.3236
7d85cde2d4c45c1266e9d9736de64962,7d85cde2d4c45c1266e9d9736de64962,6mpt-assembly1_A,0.5982,0.5942,0.3123,0.4732,0.036,245,0.4171
7d85d01d2ac53eb332a2d78deed40110,7d85d01d2ac53eb332a2d78deed40110,7jh6-assembly4_D,0.8658,0.8525,0.5903,0.7185,0.098,163,0.692
7d85d0b419d591e96186de659127f346,7d85d0b419d591e96186de659127f346,6l29-assembly1_B,0.9323,0.9243,0.8723,0.8608,0.327,116,0.8803
7d85d1813e8b46ed3adda25b2725e640,7d85d1813e8b46ed3adda25b2725e640,5z5m-assembly1_D,0.9333,0.9256,0.4036,0.8332,0.401,122,0.6529
7d85d28cef874431519da6aac6f7b9ae,7d85d28cef874431519da6aac6f7b9ae,6gvk-assembly1_A,0.4525,0.4496,0.2789,0.4315,0.016,244,0.3421
7d85d2bff4393fbd35174557b8937bf4,7d85d2bff4393fbd35174557b8937bf4,7jgh-assembly1_A,0.6383,0.4951,0.0524,0.6242,0.01,183,0.25
7d85d2f0b3288f86c13ced0ccf02c85a,7d85d2f0b3288f86c13ced0ccf02c85a,3tp9-assembly1_B,0.9102,0.8717,0.2157,0.7942,0.125,184,0.5331
7d85d44f198675fd9208d52d40bf7d16,7d85d44f198675fd9208d52d40bf7d16,7ep2-assembly1_B,0.4695,0.4542,0.2212,0.5137,0.027,220,0.3088
7d85d495fb24c2461e6fbe5775824f78,7d85d495fb24c2461e6fbe5775824f78,5yvd-assembly1_A,0.4204,0.4178,0.1743,0.2673,0.015,194,0.269
7d85d5732935ce22c0643617dea5f2f4,7d85d5732935ce22c0643617dea5f2f4,7mwr-assembly1_B,0.6285,0.6152,0.3176,0.5367,0.05,140,0.4341
7d85d65be5992cb5c457b1f4721f0201,7d85d65be5992cb5c457b1f4721f0201,4d52-assembly3_C,0.5354,0.5315,0.2235,0.462,0.009,221,0.3537
7d85d6af1655661d7499c63108fc3464,7d85d6af1655661d7499c63108fc3464,8ex4-assembly1_A,0.5918,0.5424,0.1886,0.5466,0.019,251,0.3355
7d85d6d886e217882bd2441732077c7c,7d85d6d886e217882bd2441732077c7c,5ukj-assembly1_A,0.5097,0.5,0.07884,0.3628,0.006,981,0.262
7d85d72d4c4bbec92ae7fee9a9259a6c,7d85d72d4c4bbec92ae7fee9a9259a6c,6wzz-assembly1_A,0.4845,0.4816,0.3649,0.3821,0.017,173,0.3841
7d85d75d0cee6fbd3ee48c44a82040b6,7d85d75d0cee6fbd3ee48c44a82040b6,7o3w-assembly1_A,0.8999,0.8927,0.493,0.8711,0.087,114,0.6696
7d85da12ebd1e584559279f04ac3d872,7d85da12ebd1e584559279f04ac3d872,7zdv-assembly1_C,0.5884,0.4999,0.133,0.4315,0.01,290,0.2909
7d85db0b10793da8332159bba06be091,7d85db0b10793da8332159bba06be091,6bob-assembly1_A,0.4972,0.4935,0.1114,0.6629,0.015,318,0.2862
7d85dc1097444515e922797d4a4ecea3,7d85dc1097444515e922797d4a4ecea3,4zlh-assembly1_A,0.7667,0.6879,0.2638,0.7377,0.2,115,0.4617
7d85dc663367ff4992b70e3154fd61da,7d85dc663367ff4992b70e3154fd61da,6vyh-assembly1_A,0.5216,0.518,0.1708,0.4113,0.022,362,0.3175
7d85dc6b956072758ef3c63b44cbe8df,7d85dc6b956072758ef3c63b44cbe8df,5gkd-assembly3_C,0.5405,0.5196,0.1092,0.4293,0.015,698,0.2869
